Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,01461403,true,Rx,0,8,07,58,58,58,58,58,58,58,
0,01861403,true,Rx,0,7,06,58,58,58,58,5F,EE,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,59,
0,00861406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,59,5A,59,C6,59,
0,01061406,true,Rx,0,8,07,59,59,59,59,59,59,59,
0,01461406,true,Rx,0,8,07,59,59,59,59,59,59,59,
0,01861406,true,Rx,0,7,06,59,59,59,59,F8,E5,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,08,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,08,0B,08,97,08,08,
0,10114001,true,Rx,0,8,08,08,08,08,08,08,08,08,
0,10114001,true,Rx,0,8,08,08,08,08,08,08,08,08,
0,10214001,true,Rx,0,3,08,0F,27,00,00,00,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,58,
0,008B0314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,58,48,FC,58,58,
0,010B0314,true,Rx,0,8,07,58,58,58,58,58,94,58,
0,014B0314,true,Rx,0,8,07,58,78,AC,A7,A7,6B,4F,
0,018B0314,true,Rx,0,8,07,58,58,39,58,58,58,41,
0,01CB0314,true,Rx,0,8,07,59,9A,54,58,58,E7,54,
0,020B0314,true,Rx,0,8,07,58,58,43,40,81,15,58,
0,024B0314,true,Rx,0,8,07,58,C0,4B,58,58,58,58,
0,028B0314,true,Rx,0,8,07,58,58,58,58,58,58,4B,
0,02CB0314,true,Rx,0,8,01,BA,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,59,
0,00860306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,59,5A,59,C6,59,
0,01060306,true,Rx,0,8,07,59,59,59,59,59,59,59,
0,01460306,true,Rx,0,8,07,59,59,59,59,59,59,59,
0,01860306,true,Rx,0,8,06,59,59,59,59,F8,E5,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00440306,true,Rx,0,8,07,AA,02,05,00,F4,2C,00,
0,00840306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C40306,true,Rx,0,8,07,03,13,00,02,01,19,00,
0,01040306,true,Rx,0,8,02,43,90,00,00,00,00,00,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,5A,
0,008D1403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,5B,1F,5A,12,0D,
0,010D1403,true,Rx,0,8,07,6F,6B,00,11,12,6E,09,
0,014D1403,true,Rx,0,8,07,1C,6F,0A,6A,62,6F,69,
0,018D1403,true,Rx,0,8,07,11,5A,5B,5A,5B,5D,59,
0,01CD1403,true,Rx,0,8,07,5A,5F,58,5B,5A,5F,5A,
0,020D1403,true,Rx,0,8,07,5A,5A,5A,5A,5A,59,5B,
0,024D1403,true,Rx,0,8,07,5B,BE,56,5A,A5,A5,A5,
0,028D1403,true,Rx,0,8,07,55,3E,5A,5A,5A,5A,02,
0,02CD1403,true,Rx,0,8,07,58,5A,5A,FA,5A,5A,5A,
0,030D1403,true,Rx,0,8,07,5A,5A,5A,5A,5A,5A,5A,
0,034D1403,true,Rx,0,4,03,5A,86,27,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,5B,
0,008D1406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00CD1406,true,Rx,0,8,07,03,2F,5A,1E,5B,13,0C,
0,010D1406,true,Rx,0,8,07,6E,6A,01,10,13,6F,08,
0,014D1406,true,Rx,0,8,07,1D,6E,0B,6B,63,6E,68,
0,018D1406,true,Rx,0,8,07,10,5B,5A,5B,5A,5C,58,
0,01CD1406,true,Rx,0,8,07,5B,5E,59,5A,5B,5E,5B,
0,020D1406,true,Rx,0,8,07,5B,5B,5B,5B,5B,58,5A,
0,024D1406,true,Rx,0,8,07,5A,BF,57,5B,A4,A4,A4,
0,028D1406,true,Rx,0,8,07,54,3F,5B,5B,5B,5B,03,
0,02CD1406,true,Rx,0,8,07,59,5B,5B,FB,5B,5B,5B,
0,030D1406,true,Rx,0,8,07,5B,5B,5B,5B,5B,5B,5B,
0,034D1406,true,Rx,0,4,03,5B,C9,F8,00,00,00,00,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,09,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,10114001,true,Rx,0,8,03,2F,08,4C,09,41,5E,3C,
0,10114001,true,Rx,0,8,38,53,42,41,3D,5A,4F,3C,
0,10114001,true,Rx,0,8,59,39,31,3C,3A,42,09,08,
0,10114001,true,Rx,0,8,09,08,0E,0A,09,0C,0B,08,
0,10114001,true,Rx,0,8,09,0C,09,09,09,09,09,09,
0,10114001,true,Rx,0,8,0A,08,08,ED,05,09,F6,F6,
0,10114001,true,Rx,0,8,F6,06,6D,09,09,09,09,51,
0,10114001,true,Rx,0,8,0B,09,09,A9,09,09,09,09,
0,10114001,true,Rx,0,8,09,09,09,09,09,09,09,44,
0,10214001,true,Rx,0,1,7A,00,00,00,00,00,00,00,
0,00560314,true,Rx,0,8,07,AA,02,84,00,57,2E,5A,
0,00960314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00D60314,true,Rx,0,8,07,03,2F,5B,DE,5A,08,69,
0,01160314,true,Rx,0,8,07,69,6B,00,11,18,6F,09,
0,01560314,true,Rx,0,8,07,1D,63,0C,6B,6E,6B,69,
0,01960314,true,Rx,0,8,07,A5,A5,A5,A5,5B,28,58,
0,01D60314,true,Rx,0,8,07,51,58,5B,5A,51,58,58,
0,02160314,true,Rx,0,8,07,5B,58,5A,92,5A,5A,58,
0,02560314,true,Rx,0,8,07,5D,ED,8D,5A,5A,5A,5A,
0,02960314,true,Rx,0,8,07,5A,5A,5B,5A,58,8F,00,
0,02D60314,true,Rx,0,8,07,93,1B,43,A5,91,5A,5A,
0,03160314,true,Rx,0,8,07,A4,A9,A5,A5,5A,5B,5A,
0,03560314,true,Rx,0,8,07,5A,5A,5B,5A,5A,5A,5B,
0,03960314,true,Rx,0,8,07,5A,5A,5A,5A,5A,5A,5A,
0,03D60314,true,Rx,0,8,07,5A,5A,5A,5A,5A,5A,5A,
0,04160314,true,Rx,0,8,07,5A,5A,5A,5A,5A,5A,5A,
0,04560314,true,Rx,0,8,07,5A,5A,5A,5A,5A,5A,5A,
0,04960314,true,Rx,0,8,07,5A,5A,5A,5A,5A,5A,5A,
0,04D60314,true,Rx,0,8,07,5A,5A,5A,5A,41,42,7A,
0,05160314,true,Rx,0,8,07,14,5A,5A,69,4D,5A,5A,
0,05560314,true,Rx,0,8,07,3B,5A,5A,5A,3E,4E,5A,
0,05960314,true,Rx,0,8,03,3E,8B,AF,00,00,00,00,
0,004D0306,true,Rx,0,8,07,AA,02,45,00,AF,2D,5B,
0,008D0306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00CD0306,true,Rx,0,8,07,03,2F,5A,1E,5B,13,0C,
0,010D0306,true,Rx,0,8,07,6E,6A,01,10,13,6F,08,
0,014D0306,true,Rx,0,8,07,1D,6E,0B,6B,63,6E,68,
0,018D0306,true,Rx,0,8,07,10,5B,5A,5B,5A,5C,58,
0,01CD0306,true,Rx,0,8,07,5B,5E,59,5A,5B,5E,5B,
0,020D0306,true,Rx,0,8,07,5B,5B,5B,5B,5B,58,5A,
0,024D0306,true,Rx,0,8,07,5A,BF,57,5B,A4,A4,A4,
0,028D0306,true,Rx,0,8,07,54,3F,5B,5B,5B,5B,03,
0,02CD0306,true,Rx,0,8,07,59,5B,5B,FB,5B,5B,5B,
0,030D0306,true,Rx,0,8,07,5B,5B,5B,5B,5B,5B,5B,
0,034D0306,true,Rx,0,8,03,5B,C9,F8,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00450306,true,Rx,0,8,07,AA,02,0C,00,49,2C,00,
0,00850306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C50306,true,Rx,0,8,07,03,23,00,00,01,00,01,
0,01050306,true,Rx,0,8,07,64,14,00,01,00,01,00,
0,01450306,true,Rx,0,8,02,AC,04,00,00,00,00,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,5C,
0,00861403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,5C,5F,5C,C3,5C,
0,01061403,true,Rx,0,8,07,5C,5C,5C,5C,5C,5C,5C,
0,01461403,true,Rx,0,8,07,5C,5C,5C,5C,5C,5C,5C,
0,01861403,true,Rx,0,7,06,5C,5C,5C,5C,B2,00,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,5D,
0,00861406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,5D,5E,5D,C2,5D,
0,01061406,true,Rx,0,8,07,5D,5D,5D,5D,5D,5D,5D,
0,01461406,true,Rx,0,8,07,5D,5D,5D,5D,5D,5D,5D,
0,01861406,true,Rx,0,7,06,5D,5D,5D,5D,15,0B,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,0A,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,0A,09,0A,95,0A,0A,
0,10114001,true,Rx,0,8,0A,0A,0A,0A,0A,0A,0A,0A,
0,10114001,true,Rx,0,8,0A,0A,0A,0A,0A,0A,0A,0A,
0,10214001,true,Rx,0,3,0A,FA,F0,00,00,00,00,00,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,5E,
0,00831406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,03,27,5F,54,EE,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,5C,
0,008B0314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,5C,4C,F8,5C,5C,
0,010B0314,true,Rx,0,8,07,5C,5C,5C,5C,5C,90,5C,
0,014B0314,true,Rx,0,8,07,5C,7C,A8,A3,A3,6F,4B,
0,018B0314,true,Rx,0,8,07,5C,5C,3D,5C,5C,5C,45,
0,01CB0314,true,Rx,0,8,07,5D,9E,50,5C,5C,E3,50,
0,020B0314,true,Rx,0,8,07,5C,5C,47,44,85,11,5C,
0,024B0314,true,Rx,0,8,07,5C,C4,4F,5C,5C,5C,5C,
0,028B0314,true,Rx,0,8,07,5C,5C,5C,5C,5C,5C,06,
0,02CB0314,true,Rx,0,8,01,A4,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,5D,
0,00860306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,5D,5E,5D,C2,5D,
0,01060306,true,Rx,0,8,07,5D,5D,5D,5D,5D,5D,5D,
0,01460306,true,Rx,0,8,07,5D,5D,5D,5D,5D,5D,5D,
0,01860306,true,Rx,0,8,06,5D,5D,5D,5D,15,0B,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,5E,
0,00830306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,03,27,5F,54,EE,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00430306,true,Rx,0,8,07,AA,02,02,00,9F,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,06,03,10,01,01,99,28,00,
0,00480306,true,Rx,0,8,07,AA,02,21,00,0E,2F,00,
0,00880306,true,Rx,0,8,07,00,00,00,02,00,03,06,
0,00C80306,true,Rx,0,8,07,03,0D,01,00,00,00,00,
0,01080306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01480306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01880306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,01C80306,true,Rx,0,8,07,00,00,00,00,00,00,00,
0,02080306,true,Rx,0,8,02,38,8A,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,5F,
0,00861403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,5F,5C,5F,FF,5F,
0,01061403,true,Rx,0,8,07,5F,5F,5F,5F,5F,5F,5F,
0,01461403,true,Rx,0,8,07,5F,5F,5F,5F,5F,5F,5F,
0,01861403,true,Rx,0,7,06,5F,5F,5F,5F,6E,16,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,60,
0,00861406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,60,63,60,C0,60,
0,01061406,true,Rx,0,8,07,60,60,60,60,60,60,60,
0,01461406,true,Rx,0,8,07,60,60,60,60,60,60,60,
0,01861406,true,Rx,0,7,06,60,60,60,60,59,35,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,0B,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,0B,08,0B,AB,0B,0B,
0,10114001,true,Rx,0,8,0B,0B,0B,0B,0B,0B,0B,0B,
0,10114001,true,Rx,0,8,0B,0B,0B,0B,0B,0B,0B,0B,
0,10214001,true,Rx,0,3,0B,10,31,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,5F,
0,008B0314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,5F,4F,FB,5F,5F,
0,010B0314,true,Rx,0,8,07,5F,5F,5F,5F,5F,93,5F,
0,014B0314,true,Rx,0,8,07,5F,7F,AB,A0,A0,6C,48,
0,018B0314,true,Rx,0,8,07,5F,5F,3E,5F,5F,5F,46,
0,01CB0314,true,Rx,0,8,07,5E,9D,53,5F,5F,E0,53,
0,020B0314,true,Rx,0,8,07,5F,5F,44,47,86,12,5F,
0,024B0314,true,Rx,0,8,07,5F,C7,4C,5F,5F,5F,5F,
0,028B0314,true,Rx,0,8,07,5F,5F,5F,5F,5F,5F,B3,
0,02CB0314,true,Rx,0,8,01,FC,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,60,
0,00860306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,60,63,60,C0,60,
0,01060306,true,Rx,0,8,07,60,60,60,60,60,60,60,
0,01460306,true,Rx,0,8,07,60,60,60,60,60,60,60,
0,01860306,true,Rx,0,8,06,60,60,60,60,59,35,00,
0,00440306,true,Rx,0,8,07,AA,02,05,00,F4,2C,00,
0,00840306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C40306,true,Rx,0,8,07,03,13,00,02,01,19,00,
0,01040306,true,Rx,0,8,02,43,90,00,00,00,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,05,01,50,00,26,A7,00,00,
0,00430342,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830342,true,Rx,0,8,07,00,00,00,00,00,03,42,
0,00C30342,true,Rx,0,8,05,01,50,00,32,57,00,00,
0,00430308,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C30308,true,Rx,0,8,05,01,50,00,24,4F,00,00,
0,00430308,true,Rx,0,8,07,AA,02,01,00,A0,2C,00,
0,00830308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C30308,true,Rx,0,8,05,03,21,01,60,1F,00,00,
0,00440308,true,Rx,0,8,07,AA,02,0A,00,37,2C,00,
0,00840308,true,Rx,0,8,07,00,00,00,00,00,03,08,
0,00C40308,true,Rx,0,8,07,03,22,01,02,00,00,00,
0,01040308,true,Rx,0,8,07,00,00,00,00,00,53,FC,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431403,true,Rx,0,8,07,AA,02,01,00,A0,2E,00,
0,00831403,true,Rx,0,8,07,00,00,00,01,4B,14,03,
0,00C31403,true,Rx,0,6,05,01,50,01,75,14,00,00,
0,004D1403,true,Rx,0,8,07,AA,02,45,00,AF,2D,61,
0,008D1403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00CD1403,true,Rx,0,8,07,03,2F,60,24,61,29,36,
0,010D1403,true,Rx,0,8,07,54,50,3B,2A,29,55,32,
0,014D1403,true,Rx,0,8,07,27,54,31,51,59,54,52,
0,018D1403,true,Rx,0,8,07,2A,61,60,61,60,66,62,
0,01CD1403,true,Rx,0,8,07,61,64,63,60,61,64,61,
0,020D1403,true,Rx,0,8,07,61,61,61,61,61,62,60,
0,024D1403,true,Rx,0,8,07,60,85,6D,61,9E,9E,9E,
0,028D1403,true,Rx,0,8,07,6E,05,61,61,61,61,39,
0,02CD1403,true,Rx,0,8,07,63,61,61,FE,61,61,61,
0,030D1403,true,Rx,0,8,07,61,61,61,61,61,61,61,
0,034D1403,true,Rx,0,4,03,61,7F,2E,00,00,00,00,
0,004D1406,true,Rx,0,8,07,AA,02,45,00,AF,2D,62,
0,008D1406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00CD1406,true,Rx,0,8,07,03,2F,63,27,62,2A,35,
0,010D1406,true,Rx,0,8,07,57,53,38,29,2A,56,31,
0,00560314,true,Rx,0,8,07,AA,02,84,00,57,2E,61,
0,014D1406,true,Rx,0,8,07,24,57,32,52,5A,57,51,
0,00960314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,018D1406,true,Rx,0,8,07,29,62,63,62,63,65,61,
0,00D60314,true,Rx,0,8,07,03,2F,60,E5,61,33,52,
0,01CD1406,true,Rx,0,8,07,62,67,60,63,62,67,62,
0,01160314,true,Rx,0,8,07,52,50,3B,2A,23,54,32,
0,020D1406,true,Rx,0,8,07,62,62,62,62,62,61,63,
0,01560314,true,Rx,0,8,07,26,58,37,50,55,50,52,
0,024D1406,true,Rx,0,8,07,63,86,6E,62,9D,9D,9D,
0,01960314,true,Rx,0,8,07,9E,9E,9E,9E,60,13,63,
0,028D1406,true,Rx,0,8,07,6D,06,62,62,62,62,3A,
0,01D60314,true,Rx,0,8,07,6A,63,60,61,6A,63,63,
0,02CD1406,true,Rx,0,8,07,60,62,62,FD,62,62,62,
0,02160314,true,Rx,0,8,07,60,63,61,A9,61,61,63,
0,030D1406,true,Rx,0,8,07,62,62,62,62,62,62,62,
0,02560314,true,Rx,0,8,07,66,D5,B6,61,61,61,61,
0,034D1406,true,Rx,0,4,03,62,33,B0,00,00,00,00,
0,02960314,true,Rx,0,8,07,61,61,60,61,63,EF,31,
0,02D60314,true,Rx,0,8,07,A8,20,78,9D,AA,61,61,
0,03160314,true,Rx,0,8,07,9F,92,9E,9E,61,60,61,
0,03560314,true,Rx,0,8,07,61,61,60,61,61,61,60,
0,03960314,true,Rx,0,8,07,61,61,61,61,61,61,61,
0,03D60314,true,Rx,0,8,07,61,61,61,61,61,61,61,
0,04160314,true,Rx,0,8,07,61,61,61,61,61,61,61,
0,04560314,true,Rx,0,8,07,61,61,61,61,61,61,61,
0,04960314,true,Rx,0,8,07,61,61,61,61,61,61,61,
0,04D60314,true,Rx,0,8,07,61,61,61,61,7A,79,41,
0,10014001,true,Rx,0,8,AA,03,45,00,C4,2D,0C,E8,
0,05160314,true,Rx,0,8,07,2F,61,61,52,76,61,61,
0,05560314,true,Rx,0,8,07,00,61,61,61,05,75,61,
0,05960314,true,Rx,0,8,03,05,70,37,00,00,00,00,
0,004D0306,true,Rx,0,8,07,AA,02,45,00,AF,2D,62,
0,10114001,true,Rx,0,8,03,00,01,4B,14,03,01,01,
0,008D0306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,10114001,true,Rx,0,8,03,2F,0D,49,0C,44,5B,39,
0,00CD0306,true,Rx,0,8,07,03,2F,63,27,62,2A,35,
0,10114001,true,Rx,0,8,3D,56,47,44,38,5F,4A,39,
0,010D0306,true,Rx,0,8,07,57,53,38,29,2A,56,31,
0,10114001,true,Rx,0,8,5C,3C,34,39,3F,47,0C,0D,
0,014D0306,true,Rx,0,8,07,24,57,32,52,5A,57,51,
0,10114001,true,Rx,0,8,0C,0D,0B,0F,0C,09,0E,0D,
0,018D0306,true,Rx,0,8,07,29,62,63,62,63,65,61,
0,10114001,true,Rx,0,8,0C,09,0C,0C,0C,0C,0C,0C,
0,01CD0306,true,Rx,0,8,07,62,67,60,63,62,67,62,
0,10114001,true,Rx,0,8,0F,0D,0D,E8,00,0C,F3,F3,
0,020D0306,true,Rx,0,8,07,62,62,62,62,62,61,63,
0,10114001,true,Rx,0,8,F3,03,68,0C,0C,0C,0C,54,
0,024D0306,true,Rx,0,8,07,63,86,6E,62,9D,9D,9D,
0,10114001,true,Rx,0,8,0E,0C,0C,93,0C,0C,0C,0C,
0,028D0306,true,Rx,0,8,07,6D,06,62,62,62,62,3A,
0,10114001,true,Rx,0,8,0C,0C,0C,0C,0C,0C,0C,F1,
0,02CD0306,true,Rx,0,8,07,60,62,62,FD,62,62,62,
0,10214001,true,Rx,0,1,06,00,00,00,00,00,00,00,
0,030D0306,true,Rx,0,8,07,62,62,62,62,62,62,62,
0,034D0306,true,Rx,0,8,03,62,33,B0,00,00,00,00,
0,00450306,true,Rx,0,8,07,AA,02,0C,00,49,2C,00,
0,00850306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C50306,true,Rx,0,8,07,03,23,00,00,01,00,01,
0,01050306,true,Rx,0,8,07,64,14,00,01,00,01,00,
0,01450306,true,Rx,0,8,02,AC,04,00,00,00,00,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431406,true,Rx,0,8,07,AA,02,01,00,A0,2C,63,
0,00831406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C31406,true,Rx,0,6,05,03,27,62,51,93,00,00,
0,00430306,true,Rx,0,8,07,AA,02,01,00,A0,2C,63,
0,00830306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C30306,true,Rx,0,8,05,03,27,62,51,93,00,00,
0,00461403,true,Rx,0,8,07,AA,02,17,00,89,2C,64,
0,00861403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C61403,true,Rx,0,8,07,03,30,64,67,64,FB,64,
0,01061403,true,Rx,0,8,07,64,64,64,64,64,64,64,
0,01461403,true,Rx,0,8,07,64,64,64,64,64,64,64,
0,01861403,true,Rx,0,7,06,64,64,64,64,B8,11,00,
0,00461406,true,Rx,0,8,07,AA,02,17,00,89,2C,65,
0,00861406,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C61406,true,Rx,0,8,07,03,30,65,66,65,FA,65,
0,01061406,true,Rx,0,8,07,65,65,65,65,65,65,65,
0,01461406,true,Rx,0,8,07,65,65,65,65,65,65,65,
0,01861406,true,Rx,0,7,06,65,65,65,65,1F,1A,00,
0,10014001,true,Rx,0,8,AA,03,17,00,E2,2C,0D,E8,
0,10114001,true,Rx,0,8,03,00,01,4B,14,06,01,01,
0,10114001,true,Rx,0,8,03,30,0D,0E,0D,92,0D,0D,
0,10114001,true,Rx,0,8,0D,0D,0D,0D,0D,0D,0D,0D,
0,10114001,true,Rx,0,8,0D,0D,0D,0D,0D,0D,0D,0D,
0,10214001,true,Rx,0,3,0D,1D,03,00,00,00,00,00,
0,004B0314,true,Rx,0,8,07,AA,02,35,00,0D,2E,64,
0,008B0314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00CB0314,true,Rx,0,8,07,03,30,64,74,C0,64,64,
0,010B0314,true,Rx,0,8,07,64,64,64,64,9B,AF,64,
0,014B0314,true,Rx,0,8,07,64,44,90,9B,9B,57,73,
0,018B0314,true,Rx,0,8,07,64,64,05,64,64,64,7D,
0,01CB0314,true,Rx,0,8,07,65,A7,68,64,64,D9,68,
0,020B0314,true,Rx,0,8,07,64,64,7F,7C,BD,29,64,
0,024B0314,true,Rx,0,8,07,64,F3,77,64,64,64,64,
0,028B0314,true,Rx,0,8,07,64,64,64,64,64,64,3C,
0,02CB0314,true,Rx,0,8,01,EB,00,00,00,00,00,00,
0,00460306,true,Rx,0,8,07,AA,02,17,00,89,2C,65,
0,00860306,true,Rx,0,8,07,28,09,00,01,4B,14,06,
0,00C60306,true,Rx,0,8,07,03,30,65,66,65,FA,65,
0,01060306,true,Rx,0,8,07,65,65,65,65,65,65,65,
0,01460306,true,Rx,0,8,07,65,65,65,65,65,65,65,
0,01860306,true,Rx,0,8,06,65,65,65,65,1F,1A,00,
0,00430306,true,Rx,0,8,07,AA,02,02,00,9F,2C,00,
0,00830306,true,Rx,0,8,07,00,00,00,00,00,03,06,
0,00C30306,true,Rx,0,8,06,03,10,01,01,99,28,00,
0,10614001,true,Rx,0,8,5E,8C,1A,BF,42,77,1B,C9,
0,00431403,true,Rx,0,8,07,AA,02,00,00,B5,2D,66,
0,00831403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,5,04,01,05,EE,F6,00,00,00,
0,00431403,true,Rx,0,8,07,AA,02,00,00,B5,2D,67,
0,00831403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,5,04,01,41,BF,00,00,00,00,
0,00431403,true,Rx,0,8,07,AA,02,00,00,B5,2D,68,
0,00831403,true,Rx,0,8,07,28,09,00,01,4B,14,03,
0,00C31403,true,Rx,0,5,04,20,02,D6,91,00,00,00,
0,00430342,true,Rx,0,8,07,AA,02,01,00,A0,2D,02,
0,00830342,true,Rx,0,8,07,03,01,00,3A,00,03,42,
0,00C30342,true,Rx,0,8,05,03,19,03,75,E1,00,00,
0,00490314,true,Rx,0,8,07,AA,02,2C,00,E7,2F,66,
0,00890314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00C90314,true,Rx,0,8,07,01,05,36,66,64,66,64,
0,01090314,true,Rx,0,8,07,6D,64,14,67,66,6D,64,
0,01490314,true,Rx,0,8,07,2C,13,0A,46,54,5F,46,
0,01890314,true,Rx,0,8,07,54,56,54,52,46,57,52,
0,01C90314,true,Rx,0,8,07,5C,55,51,5C,55,51,66,
0,02090314,true,Rx,0,8,07,66,66,66,66,66,66,66,
0,02490314,true,Rx,0,8,06,66,66,66,66,EF,E8,00,
0,00480314,true,Rx,0,8,07,AA,02,24,00,4F,2F,67,
0,00880314,true,Rx,0,8,07,28,09,00,01,4B,03,14,
0,00C80314,true,Rx,0,8,07,01,41,98,98,98,98,98,
0,01080314,true,Rx,0,8,07,98,98,98,98,98,98,98,
0,01480314,true,Rx,0,8,07,98,98,98,98,98,98,98,
0,01880314,true,Rx,0,8,07,98,98,98,98,98,98,98,
0,01C80314,true,Rx,0,8,07,98,98,98,98,98,98,98,
0,02080314,true,Rx,0,8,05,98,98,98,FB,7C,00,00,
0,00430342,true,Rx,0,8,07,AA,02,00,00,B5,2D,68,
0,00830342,true,Rx,0,8,07,28,09,00,01,4B,03,42,
0,00C30342,true,Rx,0,8,04,03,19,DA,0A,00,00,00,
